event_id,shipment_id,employee_id,event_type,location,notes,occurred_at
427,84,50,departed_warehouse,Kostanay,Experience account blue care enough hand idea.,2023-03-18 05:39:00
428,84,20,out_for_delivery,Kostanay,,2023-03-18 17:39:00
429,84,19,delivered,Taraz,,2023-03-19 10:39:00
430,85,18,created,Atyrau,,2026-01-09 13:00:00
431,85,14,cancelled,Almaty,,2026-01-10 18:00:00
432,86,3,created,Astana,,2024-08-26 00:29:00
433,86,24,picked_up,Kyzylorda,,2024-08-26 13:29:00
434,86,49,arrived_warehouse,Oskemen,,2024-08-26 18:29:00
435,86,19,departed_warehouse,Semey,,2024-08-26 23:29:00
436,86,18,out_for_delivery,Pavlodar,,2024-08-28 00:29:00
437,86,14,delivered,Kostanay,,2024-08-28 19:29:00
438,87,23,created,Aktau,,2026-12-15 06:26:00
439,87,1,picked_up,Taraz,,2026-12-15 15:26:00
440,87,17,out_for_delivery,Uralsk,Hundred now crime.,2026-12-16 03:26:00
441,87,33,failed_attempt,Aktau,,2026-12-16 15:26:00
442,87,8,returned,Taraz,,2026-12-16 18:26:00
443,88,47,created,Taraz,,2026-10-03 05:53:00
444,88,2,picked_up,Aktobe,,2026-10-04 01:53:00
445,88,23,arrived_warehouse,Astana,,2026-10-04 14:53:00
446,88,2,departed_warehouse,Pavlodar,,2026-10-05 01:53:00
447,88,35,out_for_delivery,Petropavl,,2026-10-06 00:53:00
448,88,25,delivered,Shymkent,,2026-10-06 22:53:00
449,89,25,created,Kostanay,,2024-04-23 03:13:00
450,89,1,picked_up,Karaganda,,2024-04-23 09:13:00
451,89,39,arrived_warehouse,Petropavl,Eye hit late near stay perhaps particularly.,2024-04-24 09:13:00
452,89,3,departed_warehouse,Astana,,2024-04-25 02:13:00
453,89,48,out_for_delivery,Karaganda,Window hour some fund.,2024-04-26 02:13:00
454,89,20,delivered,Taraz,,2024-04-27 05:13:00
455,90,2,created,Semey,,2023-10-23 20:34:00
456,90,7,picked_up,Oskemen,Sense current meeting matter and case.,2023-10-24 00:34:00
457,90,26,arrived_warehouse,Shymkent,,2023-10-24 16:34:00
458,90,41,departed_warehouse,Petropavl,,2023-10-25 13:34:00
459,90,40,out_for_delivery,Pavlodar,,2023-10-26 06:34:00
460,91,20,created,Aktau,,2026-11-24 14:20:00
461,91,27,picked_up,Aktobe,,2026-11-25 11:20:00
462,91,11,arrived_warehouse,Semey,,2026-11-26 07:20:00
463,91,14,departed_warehouse,Petropavl,,2026-11-26 20:20:00
464,91,28,out_for_delivery,Atyrau,,2026-11-27 12:20:00
465,92,37,created,Semey,,2023-08-21 13:34:00
466,92,21,picked_up,Karaganda,,2023-08-22 13:34:00
467,92,20,arrived_warehouse,Kyzylorda,,2023-08-23 13:34:00
468,92,46,departed_warehouse,Kyzylorda,,2023-08-24 05:34:00
469,92,38,out_for_delivery,Almaty,,2023-08-24 10:34:00
470,92,26,delivered,Petropavl,,2023-08-25 05:34:00
471,93,13,created,Aktau,,2024-12-27 18:42:00
472,93,27,picked_up,Shymkent,,2024-12-28 08:42:00
473,93,43,arrived_warehouse,Shymkent,,2024-12-29 14:42:00
474,93,42,departed_warehouse,Almaty,,2024-12-29 19:42:00
475,93,43,out_for_delivery,Oskemen,,2024-12-30 13:42:00
476,93,6,delivered,Shymkent,,2024-12-30 20:42:00
477,94,6,created,Aktobe,,2025-05-14 13:33:00
478,94,43,picked_up,Taraz,Class wrong school federal from stock.,2025-05-15 15:33:00
479,94,35,arrived_warehouse,Uralsk,,2025-05-16 14:33:00
480,94,4,departed_warehouse,Kyzylorda,,2025-05-17 12:33:00
481,94,1,out_for_delivery,Semey,,2025-05-18 15:33:00
482,94,37,delivered,Kostanay,,2025-05-19 09:33:00
483,95,39,created,Kyzylorda,,2026-02-19 15:21:00
484,95,32,picked_up,Uralsk,,2026-02-20 20:21:00
485,95,25,arrived_warehouse,Aktobe,,2026-02-21 23:21:00
486,95,41,departed_warehouse,Shymkent,,2026-02-23 01:21:00
487,95,23,out_for_delivery,Almaty,,2026-02-24 03:21:00
488,95,8,delivered,Almaty,,2026-02-25 06:21:00
489,96,5,created,Almaty,,2025-08-26 16:35:00
490,96,7,picked_up,Taraz,,2025-08-27 11:35:00
491,96,47,arrived_warehouse,Karaganda,,2025-08-27 21:35:00
492,96,2,departed_warehouse,Atyrau,Someone rise read ago listen.,2025-08-28 01:35:00
493,96,43,out_for_delivery,Kyzylorda,,2025-08-28 23:35:00
494,96,41,delivered,Astana,,2025-08-29 21:35:00
495,97,50,created,Almaty,,2024-05-27 23:10:00
496,97,4,picked_up,Karaganda,,2024-05-28 12:10:00
497,97,12,arrived_warehouse,Semey,Officer return on color pick people subject challenge.,2024-05-28 23:10:00
498,97,40,departed_warehouse,Oskemen,,2024-05-29 08:10:00
499,97,7,out_for_delivery,Shymkent,,2024-05-30 02:10:00
500,97,14,delivered,Atyrau,,2024-05-30 18:10:00
501,98,6,created,Kyzylorda,,2023-02-02 03:40:00
502,98,13,picked_up,Shymkent,All way body affect finish.,2023-02-03 05:40:00
503,98,47,arrived_warehouse,Atyrau,,2023-02-03 08:40:00
504,98,5,departed_warehouse,Uralsk,,2023-02-03 23:40:00
505,98,32,out_for_delivery,Aktau,,2023-02-04 11:40:00
506,98,29,delivered,Almaty,Include data maybe particularly.,2023-02-05 15:40:00
507,99,45,created,Pavlodar,,2025-07-25 20:09:00
508,99,16,picked_up,Kyzylorda,,2025-07-26 13:09:00
509,99,7,arrived_warehouse,Uralsk,,2025-07-26 20:09:00
510,99,25,departed_warehouse,Uralsk,,2025-07-27 18:09:00
511,99,6,out_for_delivery,Almaty,Their save artist catch debate foot production.,2025-07-28 12:09:00
512,99,46,delivered,Taraz,,2025-07-28 17:09:00
513,100,33,created,Aktobe,,2025-12-06 13:23:00
514,100,43,picked_up,Aktobe,,2025-12-07 12:23:00
515,100,8,arrived_warehouse,Uralsk,,2025-12-07 21:23:00
516,100,31,departed_warehouse,Semey,,2025-12-09 03:23:00
517,100,3,out_for_delivery,Almaty,,2025-12-10 03:23:00
518,100,14,delivered,Oskemen,,2025-12-10 15:23:00
519,101,25,created,Kyzylorda,,2023-12-25 20:47:00
520,101,38,cancelled,Semey,Heavy what least mouth national put test.,2023-12-26 14:47:00
521,102,31,created,Petropavl,,2025-07-18 12:55:00
522,102,47,picked_up,Oskemen,,2025-07-18 15:55:00
523,102,16,arrived_warehouse,Pavlodar,,2025-07-19 01:55:00
524,102,38,departed_warehouse,Shymkent,,2025-07-19 11:55:00
525,102,27,out_for_delivery,Almaty,Particular court east newspaper different.,2025-07-19 14:55:00
526,102,47,delivered,Uralsk,,2025-07-20 08:55:00
527,103,40,created,Almaty,,2023-01-21 01:07:00
528,103,42,picked_up,Aktau,,2023-01-21 09:07:00
529,103,46,arrived_warehouse,Uralsk,,2023-01-22 05:07:00
530,103,16,departed_warehouse,Aktau,,2023-01-22 18:07:00
531,103,48,out_for_delivery,Uralsk,,2023-01-23 12:07:00
532,104,10,created,Semey,,2025-05-15 10:10:00
533,104,34,picked_up,Taraz,Side relate real major look.,2025-05-15 19:10:00
534,104,44,arrived_warehouse,Aktau,,2025-05-16 11:10:00
535,104,23,departed_warehouse,Oskemen,,2025-05-17 05:10:00
536,104,2,out_for_delivery,Karaganda,,2025-05-18 04:10:00
537,104,15,delivered,Petropavl,,2025-05-18 07:10:00
538,105,43,created,Pavlodar,,2025-12-15 14:13:00
539,105,24,picked_up,Semey,,2025-12-15 21:13:00
540,105,35,arrived_warehouse,Karaganda,,2025-12-16 05:13:00
541,105,26,departed_warehouse,Kyzylorda,,2025-12-16 08:13:00
542,105,30,out_for_delivery,Kyzylorda,,2025-12-16 15:13:00
543,105,48,delivered,Aktau,,2025-12-16 18:13:00
544,106,47,created,Kyzylorda,,2025-06-16 22:51:00
545,106,9,picked_up,Petropavl,,2025-06-17 14:51:00
546,106,10,arrived_warehouse,Aktobe,,2025-06-17 19:51:00
547,106,34,departed_warehouse,Pavlodar,Value somebody event business quality here woman.,2025-06-19 01:51:00
548,106,49,out_for_delivery,Oskemen,West source fact explain research get.,2025-06-19 22:51:00
549,106,41,delivered,Kyzylorda,,2025-06-20 14:51:00
550,107,9,created,Pavlodar,,2025-10-01 11:20:00
551,107,24,picked_up,Oskemen,,2025-10-01 22:20:00
552,107,4,arrived_warehouse,Karaganda,,2025-10-02 12:20:00
553,107,5,departed_warehouse,Aktau,,2025-10-03 11:20:00
554,107,12,out_for_delivery,Uralsk,Pretty section degree still even no.,2025-10-04 10:20:00
555,107,11,delivered,Aktau,,2025-10-05 13:20:00
556,108,9,created,Kyzylorda,Case past only drug prove.,2026-03-31 20:29:00
557,108,20,picked_up,Kostanay,,2026-04-01 10:29:00
558,108,29,arrived_warehouse,Kyzylorda,,2026-04-02 15:29:00
559,108,49,departed_warehouse,Pavlodar,,2026-04-03 10:29:00
560,108,2,out_for_delivery,Kostanay,,2026-04-03 22:29:00
561,109,50,created,Kostanay,,2023-06-01 08:22:00
562,109,37,picked_up,Astana,Difficult do beyond form line race case.,2023-06-02 03:22:00
563,109,49,arrived_warehouse,Almaty,,2023-06-03 00:22:00
564,109,13,departed_warehouse,Karaganda,,2023-06-04 01:22:00
565,109,35,out_for_delivery,Almaty,,2023-06-05 04:22:00
566,110,32,created,Uralsk,,2026-10-05 16:29:00
567,110,36,picked_up,Kostanay,Fly position traditional become off.,2026-10-06 04:29:00
568,110,32,arrived_warehouse,Astana,,2026-10-06 17:29:00
569,110,39,departed_warehouse,Kostanay,,2026-10-07 10:29:00
570,110,29,out_for_delivery,Aktobe,,2026-10-08 15:29:00
571,111,22,created,Aktobe,,2023-01-25 19:04:00
572,111,8,picked_up,Aktobe,,2023-01-26 10:04:00
573,111,32,arrived_warehouse,Karaganda,,2023-01-27 12:04:00
574,111,38,departed_warehouse,Atyrau,,2023-01-28 15:04:00
575,111,42,out_for_delivery,Oskemen,,2023-01-29 19:04:00
576,111,39,delivered,Oskemen,,2023-01-30 19:04:00
577,112,44,created,Aktau,,2026-07-09 13:43:00
578,112,36,picked_up,Petropavl,,2026-07-10 07:43:00
579,112,26,arrived_warehouse,Karaganda,,2026-07-10 11:43:00
580,112,40,departed_warehouse,Taraz,,2026-07-11 02:43:00
581,112,21,out_for_delivery,Almaty,School sure also TV individual study value.,2026-07-11 14:43:00
582,112,9,delivered,Petropavl,,2026-07-11 18:43:00
583,113,15,created,Atyrau,,2024-12-27 23:19:00
584,113,46,picked_up,Petropavl,,2024-12-28 04:19:00
585,113,22,arrived_warehouse,Karaganda,Young however many.,2024-12-29 01:19:00
586,113,34,departed_warehouse,Semey,,2024-12-30 05:19:00
587,113,5,out_for_delivery,Taraz,,2024-12-30 19:19:00
588,113,20,delivered,Oskemen,,2024-12-31 14:19:00
589,114,20,created,Semey,,2024-01-04 14:12:00
590,114,28,picked_up,Taraz,,2024-01-05 06:12:00
591,114,11,arrived_warehouse,Karaganda,,2024-01-05 15:12:00
592,114,18,departed_warehouse,Taraz,,2024-01-06 02:12:00
593,114,3,out_for_delivery,Kostanay,,2024-01-07 01:12:00
594,114,4,delivered,Petropavl,,2024-01-07 04:12:00
595,115,3,created,Petropavl,,2025-03-19 06:41:00
596,115,4,cancelled,Kostanay,,2025-03-20 10:41:00
597,116,16,created,Karaganda,,2026-10-31 15:05:00
598,116,29,cancelled,Taraz,,2026-10-31 23:05:00
599,117,42,created,Taraz,,2024-11-06 19:44:00
600,117,42,picked_up,Shymkent,Life cover both class learn either control.,2024-11-07 12:44:00
601,117,41,arrived_warehouse,Karaganda,,2024-11-07 21:44:00
602,117,8,departed_warehouse,Shymkent,,2024-11-08 02:44:00
603,117,50,out_for_delivery,Petropavl,,2024-11-09 03:44:00
604,117,39,delivered,Taraz,,2024-11-09 10:44:00
605,118,6,created,Semey,,2024-11-01 02:41:00
606,118,11,picked_up,Almaty,,2024-11-02 03:41:00
607,118,39,arrived_warehouse,Karaganda,,2024-11-02 19:41:00
608,118,11,departed_warehouse,Atyrau,,2024-11-03 09:41:00
609,118,34,out_for_delivery,Oskemen,,2024-11-04 10:41:00
610,118,44,delivered,Semey,,2024-11-05 03:41:00
611,119,26,created,Taraz,,2025-06-02 16:08:00
612,119,46,picked_up,Oskemen,,2025-06-03 07:08:00
613,119,5,arrived_warehouse,Astana,,2025-06-03 18:08:00
614,119,22,departed_warehouse,Kyzylorda,,2025-06-03 22:08:00
615,119,39,out_for_delivery,Taraz,,2025-06-04 12:08:00
616,119,46,delivered,Kostanay,,2025-06-05 10:08:00
617,120,21,created,Almaty,,2026-02-13 22:27:00
618,120,18,picked_up,Kostanay,,2026-02-14 16:27:00
619,120,19,arrived_warehouse,Kyzylorda,,2026-02-15 08:27:00
620,120,49,departed_warehouse,Kyzylorda,,2026-02-16 06:27:00
621,120,28,out_for_delivery,Kyzylorda,,2026-02-16 19:27:00
622,121,19,created,Shymkent,,2023-04-17 15:22:00
623,121,33,picked_up,Petropavl,,2023-04-18 17:22:00
624,121,38,arrived_warehouse,Aktobe,,2023-04-19 17:22:00
625,121,34,departed_warehouse,Uralsk,,2023-04-19 20:22:00
626,121,5,out_for_delivery,Aktobe,,2023-04-20 12:22:00
627,121,7,delivered,Kyzylorda,,2023-04-21 12:22:00
628,122,24,created,Aktau,,2023-11-02 15:22:00
629,122,25,picked_up,Semey,,2023-11-03 08:22:00
630,122,28,arrived_warehouse,Astana,,2023-11-04 06:22:00
631,122,24,departed_warehouse,Atyrau,,2023-11-05 10:22:00
632,122,28,out_for_delivery,Astana,According himself land environment form.,2023-11-06 09:22:00
633,122,30,delivered,Taraz,,2023-11-06 22:22:00
634,123,50,created,Aktau,Reveal activity president realize artist brother fill if.,2023-06-02 17:22:00
635,123,43,picked_up,Semey,,2023-06-03 19:22:00
636,123,26,arrived_warehouse,Almaty,Type thousand show real police wait happen.,2023-06-04 03:22:00
637,123,20,departed_warehouse,Pavlodar,,2023-06-05 04:22:00
638,123,49,out_for_delivery,Taraz,,2023-06-05 21:22:00
639,123,17,delivered,Pavlodar,,2023-06-07 01:22:00
640,124,24,created,Kostanay,,2023-01-30 10:39:00
641,124,44,picked_up,Oskemen,,2023-01-31 11:39:00
642,124,9,arrived_warehouse,Shymkent,Despite card check security paper.,2023-01-31 16:39:00
643,124,2,departed_warehouse,Kostanay,,2023-01-31 22:39:00
644,124,2,out_for_delivery,Aktobe,,2023-02-02 04:39:00
645,124,42,delivered,Aktobe,,2023-02-02 11:39:00
646,125,39,created,Kostanay,,2023-02-08 11:54:00
647,125,3,picked_up,Semey,,2023-02-08 23:54:00
648,125,38,arrived_warehouse,Kostanay,,2023-02-09 18:54:00
649,125,32,departed_warehouse,Aktobe,,2023-02-10 18:54:00
650,125,2,out_for_delivery,Oskemen,,2023-02-11 13:54:00
651,125,5,delivered,Karaganda,,2023-02-12 09:54:00
652,126,8,created,Atyrau,,2024-08-04 00:51:00
653,127,19,created,Aktau,,2023-11-06 00:53:00
654,127,24,picked_up,Kostanay,,2023-11-06 11:53:00
655,127,41,arrived_warehouse,Taraz,,2023-11-07 01:53:00
656,127,49,departed_warehouse,Aktau,,2023-11-08 04:53:00
657,127,9,out_for_delivery,Uralsk,,2023-11-08 14:53:00
658,127,30,delivered,Petropavl,,2023-11-09 06:53:00
659,128,40,created,Kyzylorda,,2023-06-18 03:52:00
660,128,29,picked_up,Taraz,,2023-06-18 18:52:00
661,128,40,out_for_delivery,Uralsk,,2023-06-19 14:52:00
662,128,45,failed_attempt,Pavlodar,,2023-06-20 07:52:00
663,128,42,returned,Oskemen,,2023-06-21 11:52:00
664,129,37,created,Taraz,,2026-01-08 13:42:00
665,129,34,picked_up,Kostanay,,2026-01-09 04:42:00
666,129,34,arrived_warehouse,Atyrau,,2026-01-09 17:42:00
667,129,24,departed_warehouse,Semey,Their bank land region back nor article natural.,2026-01-10 20:42:00
668,129,28,out_for_delivery,Petropavl,,2026-01-11 21:42:00
669,129,4,delivered,Oskemen,,2026-01-12 02:42:00
670,130,20,created,Karaganda,,2025-03-11 00:07:00
671,130,10,picked_up,Shymkent,,2025-03-12 04:07:00
672,130,4,arrived_warehouse,Kyzylorda,,2025-03-12 20:07:00
673,130,14,departed_warehouse,Shymkent,,2025-03-13 08:07:00
674,130,1,out_for_delivery,Astana,,2025-03-14 02:07:00
675,130,3,delivered,Oskemen,,2025-03-14 07:07:00
676,131,2,created,Karaganda,,2023-10-10 17:42:00
677,131,46,picked_up,Petropavl,,2023-10-11 03:42:00
678,131,6,arrived_warehouse,Uralsk,,2023-10-11 20:42:00
679,131,26,departed_warehouse,Atyrau,Dark Mr clearly take kind quite response.,2023-10-12 09:42:00
680,131,2,out_for_delivery,Pavlodar,,2023-10-13 15:42:00
681,132,7,created,Aktobe,,2023-07-23 12:35:00
682,132,9,picked_up,Karaganda,,2023-07-24 11:35:00
683,132,6,arrived_warehouse,Petropavl,,2023-07-25 04:35:00
684,132,10,departed_warehouse,Pavlodar,,2023-07-25 13:35:00
685,132,16,out_for_delivery,Aktau,,2023-07-25 21:35:00
686,133,11,created,Kostanay,,2022-12-29 21:53:00
687,133,20,picked_up,Astana,,2022-12-30 02:53:00
688,133,9,out_for_delivery,Kostanay,,2022-12-30 08:53:00
689,133,28,failed_attempt,Aktobe,,2022-12-30 19:53:00
690,133,21,returned,Kyzylorda,,2022-12-31 23:53:00
691,134,42,created,Astana,,2024-11-24 15:05:00
692,134,43,picked_up,Semey,,2024-11-25 20:05:00
693,134,25,out_for_delivery,Petropavl,,2024-11-26 10:05:00
694,134,12,failed_attempt,Petropavl,,2024-11-27 01:05:00
695,134,1,returned,Astana,,2024-11-28 02:05:00
696,135,18,created,Astana,,2026-06-10 05:27:00
697,135,32,picked_up,Pavlodar,,2026-06-10 22:27:00
698,135,47,arrived_warehouse,Aktobe,Before member speak law message lead around.,2026-06-11 02:27:00
699,135,35,departed_warehouse,Semey,,2026-06-11 18:27:00
700,135,13,out_for_delivery,Pavlodar,Pull final against effort able design authority.,2026-06-12 09:27:00
701,136,3,created,Oskemen,,2024-11-03 19:37:00
702,136,45,picked_up,Astana,,2024-11-05 01:37:00
703,136,29,arrived_warehouse,Almaty,,2024-11-05 05:37:00
704,136,28,departed_warehouse,Astana,,2024-11-06 04:37:00
705,136,36,out_for_delivery,Almaty,,2024-11-06 08:37:00
706,137,10,created,Shymkent,,2025-07-12 15:37:00
707,137,22,picked_up,Karaganda,,2025-07-13 13:37:00
708,137,34,arrived_warehouse,Atyrau,,2025-07-13 16:37:00
709,137,4,departed_warehouse,Aktobe,,2025-07-13 23:37:00
710,137,36,out_for_delivery,Petropavl,Expert conference career.,2025-07-15 04:37:00
711,137,13,delivered,Aktobe,,2025-07-15 18:37:00
712,138,36,created,Astana,,2024-11-08 16:00:00
713,138,13,picked_up,Taraz,,2024-11-09 09:00:00
714,138,24,arrived_warehouse,Almaty,,2024-11-10 12:00:00
715,138,13,departed_warehouse,Karaganda,,2024-11-10 21:00:00
716,138,47,out_for_delivery,Shymkent,,2024-11-11 08:00:00
717,138,16,delivered,Shymkent,,2024-11-12 04:00:00
718,139,38,created,Kyzylorda,,2023-08-16 07:55:00
719,139,6,picked_up,Uralsk,,2023-08-17 09:55:00
720,139,40,arrived_warehouse,Astana,,2023-08-18 09:55:00
721,139,49,departed_warehouse,Kyzylorda,,2023-08-19 00:55:00
722,139,24,out_for_delivery,Semey,,2023-08-19 19:55:00
723,139,21,delivered,Kostanay,,2023-08-20 03:55:00
724,140,33,created,Atyrau,,2026-04-02 06:14:00
725,140,30,picked_up,Oskemen,,2026-04-02 23:14:00
726,140,32,arrived_warehouse,Pavlodar,,2026-04-04 03:14:00
727,140,12,departed_warehouse,Semey,,2026-04-04 06:14:00
728,140,5,out_for_delivery,Pavlodar,,2026-04-05 05:14:00
729,140,33,delivered,Aktau,,2026-04-05 17:14:00
730,141,10,created,Petropavl,,2024-02-15 18:41:00
731,142,9,created,Karaganda,,2025-08-09 14:23:00
732,142,32,picked_up,Uralsk,,2025-08-09 17:23:00
733,142,22,arrived_warehouse,Aktobe,,2025-08-10 07:23:00
734,142,49,departed_warehouse,Oskemen,,2025-08-11 07:23:00
735,142,35,out_for_delivery,Karaganda,,2025-08-12 08:23:00
736,142,37,delivered,Uralsk,Interest here discover leave choice country themselves.,2025-08-12 11:23:00
737,143,19,created,Aktobe,,2025-02-11 23:11:00
738,143,34,cancelled,Astana,,2025-02-12 23:11:00
739,144,12,created,Oskemen,,2023-09-18 20:39:00
740,144,47,picked_up,Oskemen,,2023-09-19 18:39:00
741,144,12,out_for_delivery,Kostanay,,2023-09-20 18:39:00
742,144,45,failed_attempt,Almaty,,2023-09-21 09:39:00
743,144,11,returned,Karaganda,,2023-09-22 15:39:00
744,145,41,created,Kostanay,,2026-02-02 21:02:00
745,145,25,picked_up,Pavlodar,,2026-02-03 14:02:00
746,145,13,out_for_delivery,Oskemen,Allow produce past view.,2026-02-04 20:02:00
747,145,8,failed_attempt,Kostanay,,2026-02-05 07:02:00
748,145,43,returned,Kostanay,,2026-02-05 20:02:00
749,146,41,created,Uralsk,,2024-07-24 20:13:00
750,146,46,picked_up,Taraz,,2024-07-25 20:13:00
751,146,45,arrived_warehouse,Karaganda,,2024-07-26 11:13:00
752,146,1,departed_warehouse,Almaty,,2024-07-27 09:13:00
753,146,13,out_for_delivery,Kyzylorda,,2024-07-28 12:13:00
754,147,14,created,Kyzylorda,,2026-10-19 11:35:00
755,147,8,picked_up,Aktobe,,2026-10-20 03:35:00
756,147,21,arrived_warehouse,Shymkent,Drive attack order.,2026-10-20 17:35:00
757,147,21,departed_warehouse,Almaty,,2026-10-21 16:35:00
758,147,15,out_for_delivery,Astana,,2026-10-22 09:35:00
759,147,42,delivered,Atyrau,,2026-10-22 20:35:00
760,148,48,created,Kyzylorda,,2026-03-11 04:59:00
761,148,21,picked_up,Taraz,,2026-03-11 15:59:00
762,148,34,arrived_warehouse,Uralsk,,2026-03-11 19:59:00
763,148,19,departed_warehouse,Uralsk,Our reflect any scientist I doctor describe.,2026-03-12 18:59:00
764,148,47,out_for_delivery,Pavlodar,,2026-03-14 00:59:00
765,148,35,delivered,Almaty,,2026-03-14 09:59:00
766,149,49,created,Shymkent,,2025-06-17 06:32:00
767,149,31,picked_up,Almaty,,2025-06-18 10:32:00
768,149,6,arrived_warehouse,Uralsk,,2025-06-19 02:32:00
769,149,39,departed_warehouse,Aktau,,2025-06-19 14:32:00
770,149,12,out_for_delivery,Karaganda,,2025-06-20 16:32:00
771,149,30,delivered,Karaganda,,2025-06-21 04:32:00
772,150,11,created,Almaty,,2025-10-19 22:37:00
773,151,12,created,Aktau,,2023-06-09 04:45:00
774,151,37,picked_up,Petropavl,,2023-06-09 21:45:00
775,151,4,out_for_delivery,Kostanay,,2023-06-10 06:45:00
776,151,13,failed_attempt,Karaganda,,2023-06-11 09:45:00
777,151,27,returned,Semey,,2023-06-12 15:45:00
778,152,34,created,Karaganda,,2024-07-14 16:01:00
779,152,16,picked_up,Pavlodar,,2024-07-15 19:01:00
780,152,43,arrived_warehouse,Petropavl,,2024-07-16 19:01:00
781,152,43,departed_warehouse,Aktobe,Five our pull fly few century produce.,2024-07-17 11:01:00
782,152,21,out_for_delivery,Almaty,,2024-07-18 10:01:00
783,152,3,delivered,Uralsk,,2024-07-19 16:01:00
784,153,20,created,Petropavl,,2025-08-24 13:08:00
785,153,30,picked_up,Shymkent,,2025-08-25 09:08:00
786,153,31,arrived_warehouse,Taraz,,2025-08-25 15:08:00
787,153,14,departed_warehouse,Shymkent,,2025-08-26 01:08:00
788,153,45,out_for_delivery,Astana,,2025-08-27 01:08:00
789,153,2,delivered,Shymkent,,2025-08-28 02:08:00
790,154,47,created,Oskemen,,2025-12-25 16:58:00
791,154,36,picked_up,Petropavl,,2025-12-26 20:58:00
792,154,15,arrived_warehouse,Karaganda,,2025-12-27 06:58:00
793,154,8,departed_warehouse,Astana,,2025-12-27 11:58:00
794,154,13,out_for_delivery,Kostanay,,2025-12-28 08:58:00
795,154,24,delivered,Shymkent,,2025-12-29 05:58:00
796,155,8,created,Karaganda,,2025-05-17 18:20:00
797,155,37,cancelled,Semey,,2025-05-18 19:20:00
798,156,34,created,Kostanay,,2024-02-28 18:48:00
799,156,13,picked_up,Kostanay,,2024-02-29 19:48:00
800,156,7,arrived_warehouse,Shymkent,,2024-03-01 10:48:00
801,156,38,departed_warehouse,Petropavl,,2024-03-02 14:48:00
802,156,46,out_for_delivery,Karaganda,,2024-03-03 20:48:00
803,156,37,delivered,Shymkent,,2024-03-04 04:48:00
804,157,4,created,Astana,,2026-03-23 17:22:00
805,158,45,created,Oskemen,,2025-03-14 09:24:00
806,158,7,picked_up,Pavlodar,Including every news option same.,2025-03-14 16:24:00
807,158,35,arrived_warehouse,Shymkent,,2025-03-15 22:24:00
808,158,2,departed_warehouse,Oskemen,,2025-03-16 23:24:00
809,158,34,out_for_delivery,Semey,Personal interview many win.,2025-03-17 19:24:00
810,159,14,created,Shymkent,,2024-01-05 23:02:00
811,159,38,cancelled,Pavlodar,,2024-01-06 08:02:00
812,160,44,created,Aktau,,2023-11-27 15:17:00
813,160,41,picked_up,Astana,,2023-11-28 04:17:00
814,160,50,arrived_warehouse,Karaganda,,2023-11-28 17:17:00
815,160,15,departed_warehouse,Karaganda,Drive different tax certain leg arm include.,2023-11-29 21:17:00
816,160,15,out_for_delivery,Oskemen,,2023-11-30 12:17:00
817,160,8,delivered,Shymkent,,2023-12-01 16:17:00
818,161,46,created,Uralsk,,2026-01-29 22:58:00
819,161,27,cancelled,Kostanay,,2026-01-30 20:58:00
820,162,44,created,Kyzylorda,,2025-11-24 01:02:00
821,162,15,picked_up,Shymkent,Newspaper care drug data position two.,2025-11-24 20:02:00
822,162,9,out_for_delivery,Aktau,,2025-11-26 01:02:00
823,162,28,failed_attempt,Semey,,2025-11-26 05:02:00
824,162,8,returned,Pavlodar,,2025-11-26 19:02:00
825,163,43,created,Petropavl,,2024-03-10 09:51:00
826,163,23,picked_up,Kostanay,,2024-03-10 16:51:00
827,163,46,arrived_warehouse,Aktobe,,2024-03-11 06:51:00
828,163,3,departed_warehouse,Shymkent,,2024-03-11 18:51:00
829,163,22,out_for_delivery,Kyzylorda,Begin right couple environmental purpose owner.,2024-03-12 20:51:00
830,163,13,delivered,Semey,,2024-03-13 20:51:00
831,164,19,created,Karaganda,,2025-03-01 11:47:00
832,164,28,picked_up,Aktobe,,2025-03-02 14:47:00
833,164,33,arrived_warehouse,Shymkent,,2025-03-03 16:47:00
834,164,8,departed_warehouse,Petropavl,,2025-03-04 19:47:00
835,164,16,out_for_delivery,Taraz,,2025-03-05 20:47:00
836,164,31,delivered,Kostanay,,2025-03-06 05:47:00
837,165,15,created,Aktobe,,2024-04-08 13:33:00
838,165,4,picked_up,Aktau,,2024-04-09 07:33:00
839,165,20,arrived_warehouse,Astana,,2024-04-09 11:33:00
840,165,23,departed_warehouse,Kostanay,,2024-04-09 22:33:00
841,165,4,out_for_delivery,Shymkent,Decade trade field training deep couple scientist.,2024-04-10 11:33:00
842,165,43,delivered,Kostanay,,2024-04-10 15:33:00
843,166,5,created,Aktau,,2025-01-04 17:12:00
844,166,47,picked_up,Semey,,2025-01-05 05:12:00
845,166,35,out_for_delivery,Kostanay,,2025-01-05 14:12:00
846,166,13,failed_attempt,Oskemen,,2025-01-05 21:12:00
847,166,49,returned,Petropavl,,2025-01-06 08:12:00
848,167,30,created,Aktau,,2023-05-10 03:56:00
849,167,17,cancelled,Karaganda,,2023-05-10 22:56:00
850,168,12,created,Karaganda,,2024-08-20 00:14:00
851,168,43,picked_up,Petropavl,,2024-08-20 20:14:00
852,168,38,arrived_warehouse,Astana,,2024-08-21 23:14:00
853,168,25,departed_warehouse,Taraz,,2024-08-23 00:14:00
